Language	Dialects
sala1264	jiez1238
sala1264	meng1262
sala1268	lunt1238
sali1295	loge1237
sali1295	nucl1502
samb1305	bang1341
samb1305	deen1238
samb1305	nucl1357
samb1305	samb1306
samb1305	samp1250
samb1311	nucl1416
samb1311	samb1312
samb1311	samb1313
samb1311	samb1314
samb1311	tara1314
samb1315	cham1311
samp1249	bhal1246
samp1249	halu1238
samp1249	khar1290
samp1249	khot1254
samp1249	phal1257
samp1249	sama1297
samp1249	tana1278
samp1249	tong1311
sanb1242	baya1263
sanb1242	chua1255
sanf1264	huej1238
sanf1264	sant1453
sang1321	kiza1238
sang1321	phel1241
sang1321	phot1238
sang1321	pirr1238
sang1321	purr1238
sang1321	thuk1239
sang1329	buji1243
sang1336	mang1409
sang1336	nort2872
sang1336	siau1244
sang1336	sout2900
sang1336	tama1333
sang1337	mind1256
sang1337	sara1325
sani1269	nort2714
sani1269	sout2721
sani1270	hiyo1238
sani1270	sani1271
sanj1282	sant1444
sanj1284	jali1244
sanj1284	sanm1299
sanj1284	teot1238
sanj1286	sana1287
sanj1286	sanf1265
sanj1286	sanl1249
sanj1286	sanl1250
sanj1286	sans1275
sanj1286	sant1455
sanj1286	sant1456
sanm1295	sanm1296
sanm1295	sanp1259
sanm1295	sant1442
sanm1295	sant1443
sans1271	soch1238
sant1410	kama1353
sant1410	karm1240
sant1410	loha1252
sant1410	maha1292
sant1410	manj1249
sant1410	paha1253
sant1424	dolo1238
sant1424	nucl1652
sant1424	rosa1238
sant1424	sanb1240
sant1424	sanj1277
sant1432	cata1288
sant1432	sant1460
sant1447	zaac1238
sant1454	ahua1238
sant1454	todo1238
sanu1240	coba1238
sanu1240	yano1265
sapa1251	ihas1239
sapa1251	ihas1240
sapa1251	kulu1256
sapa1251	siri1271
sapo1251	juar1239
sapo1251	kaba1280
sapo1251	nomo1238
sapo1251	putu1242
sapo1251	sink1244
sapo1251	waya1266
sapo1253	nucl1495
sapo1253	taio1240
sara1321	bang1359
sara1321	dunj1238
sara1321	naaa1246
sara1321	tiee1238
sara1322	kuru1304
sara1322	mara1395
sara1322	siim1238
sara1327	gove1241
sara1340	mata1310
sara1340	sara1339
sarr1246	maji1238
sarr1246	narr1278
sarr1246	nooo1238
sart1249	jeri1243
sart1249	khoi1252
sart1249	khoi1253
sart1249	rahu1234
saru1242	kulu1257
saru1242	nunu1251
sasa1249	kuto1237
sasa1249	meno1251
sasa1249	mria1237
sasa1249	ngen1254
sasa1249	nget1237
saur1248	nort2652
saur1248	sout2653
saur1249	godd1237
saur1249	hira1245
saur1249	liti1240
saur1249	sahi1237
sawa1247	faya1237
sawa1247	kobe1243
sawa1247	mess1248
sawa1247	nucl1467
sawa1247	weda1240
sawi1256	lala1269
sawi1256	lona1239
sawi1256	nucl1585
sawi1256	sali1296
sawi1256	sile1254
saxw1241	daxe1238
saxw1241	saxw1242
saxw1241	seee1238
scan1238	blek1238
scan1238	born1251
scan1238	hall1240
scan1238	skan1239
scot1243	insu1251
scot1243	nort2617
scot1243	sout2620
scot1243	ulst1239
scot1245	chur1260
scot1245	east2323
seba1251	chah1248
seba1251	ezha1238
seba1251	gume1239
seba1251	gura1260
seba1251	gyet1240
sebo1238	bahm1237
sebo1238	liro1237
sebo1238	long1397
sebo1238	long1398
sebo1238	long1399
sebo1238	long1400
sebo1238	tinj1237
sech1236	olmo1234
sech1236	secc1234
seco1241	ango1256
seco1241	ecua1247
seda1262	cent1991
seda1262	daks1239
seda1262	grea1268
seda1262	konh1238
seda1262	kotu1238
seek1238	nort2820
seek1238	sout2841
sega1243	kela1259
sega1243	sega1244
seit1239	kait1239
seit1239	seit1240
seke1240	chuk1269
seke1240	tang1333
seke1240	teta1238
seko1243	hono1237
seko1243	loda1240
sekp1241	nucl1348
sekp1241	sekw1241
sela1259	kand1302
sele1250	nort2913
sele1250	sout2937
selk1253	cent2328
selk1253	kety1234
selk1253	kety1235
selk1253	nary1239
selk1253	sout3262
selk1253	sred1238
selk1253	tazz1244
selk1253	tymm1241
selk1253	vasy1234
selu1242	maka1307
selu1242	nucl1525
sema1266	beta1249
sema1266	bido1238
sema1266	bill1238
sema1266	came1250
sema1266	jela1244
sema1266	lipi1238
sema1266	oran1256
sema1266	pera1254
sema1266	pera1255
sema1266	sung1267
sema1266	telo1238
sema1266	uluk1256
sema1269	begi1237
sema1269	biha1244
sema1269	gera1241
sema1269	nucl1557
semn1249	biya1234
semn1249	semn1251
sene1271	nucl1705
sene1271	tmag1238
sera1259	baha1254
sera1259	dera1244
sera1259	jafr1238
sera1259	jang1253
sera1259	jatk1238
sera1259	mult1243
sera1259	sira1262
sera1259	thal1241
sere1260	dyeg1238
sere1260	fady1238
sere1260	niom1238
sere1260	segu1238
sere1260	sine1238
sero1239	gang1269
sero1239	kuee1238
seve1240	bigt1234
seve1240	deer1234
seve1240	seve1241
seve1240	wini1244
sewa1251	bwak1246
sewa1251	cent2068
sewa1251	daru1244
sewa1251	maia1252
sewa1251	miad1237
sewa1251	sewa1252
sewa1251	sibo1241
sgaw1245	pala1338
sgaw1245	pana1290
shah1254	mass1260
shah1254	sout2639
shal1242	shal1238
shal1242	zwal1238
sham1278	samb1308
sham1278	sham1243
shan1274	dayi1243
shan1274	puxi1242
shan1274	zong1241
shan1277	koka1237
shan1277	taim1251
shar1245	chan1321
shar1245	mari1443
shar1245	mast1238
shee1238	lian1253
shee1238	luof1238
sheh1240	cent2214
sheh1240	kuri1269
sheh1240	west2759
shek1243	jhun1238
shek1243	sika1258
shek1245	bull1248
shek1245	dors1239
sher1255	khum1246
sher1255	rame1238
sher1255	solu1238
sher1257	rupa1234
sher1257	sher1261
sher1258	ndem1247
sher1258	peni1239
sher1258	shen1249
sher1258	siti1240
shes1236	jang1256
shes1236	tapn1238
shii1238	hwin1238
shii1238	lind1247
shii1238	long1391
shii1238	ziba1238
shik1242	gubi1238
shik1242	guru1264
shin1264	asto1242
shin1264	asto1243
shin1264	bagr1244
shin1264	bunj1245
shin1264	chil1276
shin1264	chil1277
shin1264	dare1241
shin1264	dras1242
shin1264	gilg1242
shin1264	gilg1243
shin1264	gure1252
shin1264	hara1257
shin1264	harb1238
shin1264	hunz1246
shin1264	khar1285
shin1264	puni1238
shin1264	rond1238
shin1264	satp1241
shin1264	sazi1238
shin1264	tang1331
ship1254	coni1241
ship1254	pisq1240
ship1254	shet1240
ship1254	ship1255
ship1254	ship1256
shon1251	budy1238
shon1251	duma1252
shon1251	gova1253
shon1251	gove1240
shon1251	hara1259
shon1251	hwes1238
shon1251	jena1241
shon1251	kach1283
shon1251	kara1480
shon1251	kore1281
shon1251	kwaz1242
shon1251	mbir1238
shon1251	mhar1238
shon1251	ngov1238
shon1251	njan1239
shon1251	nobv1238
shon1251	nohw1238
shon1251	nyon1242
shon1251	nyub1238
shon1251	pfun1238
shon1251	shan1280
shon1251	shaw1248
shon1251	tand1251
shon1251	tava1240
shon1251	toko1242
shon1251	tsun1243
shon1251	zezu1238
shoo1247	mind1254
shoo1247	nyee1238
shoo1247	shoo1248
shor1247	kond1293
shor1247	mras1239
shos1248	gosi1242
shos1248	nort2955
shos1248	west2622
shua1254	aiye1242
shua1254	cara1246
shua1254	dani1286
shua1254	deti1240
shua1254	gana1276
shua1254	nook1246
shua1254	oree1238
shua1254	shua1255
shua1254	tshi1238
shua1254	xais1238
shug1248	bart1238
shug1248	khuf1238
shug1248	nucl1239
shug1248	oros1238
shug1248	rosh1238
shug1248	rush1239
shus1248	east2536
shus1248	west2620
shwa1239	ceru1238
shwa1239	ndan1242
shwa1239	shab1253
siam1242	band1350
sian1254	muru1269
sian1254	nucl1556
sian1257	alan1250
sian1257	fowe1238
sian1257	kema1244
sian1257	keto1238
sian1257	kole1238
sian1257	komo1263
sian1257	komo1264
sian1257	laiy1247
sian1257	lamb1275
sian1257	olum1238
sian1257	onaa1244
sian1257	wand1269
sian1257	yamo1248
sian1257	yand1258
sibu1258	bany1246
sibu1258	sedu1237
sich1238	butu1242
sich1238	huil1243
sich1238	nort2713
sich1238	yinu1238
sich1238	yish1238
sici1248	cent1963
sici1248	east2279
sici1248	isol1238
sici1248	mess1247
sici1248	pant1252
sici1248	sout2616
sici1248	sout2617
sici1248	west2346
siee1239	nucl1488
siee1239	potn1237
siee1239	yoku1254
sika1262	sara1324
sika1262	sikk1243
sika1262	tana1283
siks1238	bloo1239
siks1238	pieg1239
siku1242	leko1247
siku1242	tapa1258
sila1250	sans1274
sili1249	lowe1419
sima1258	imil1242
sima1258	liyu1238
sima1258	mako1253
sima1258	mulo1238
sima1258	mwen1238
sima1258	nucl1394
sima1258	nyen1258
sime1242	koop1238
sime1242	main1276
sina1266	alep1237
sina1266	baba1269
sina1266	bala1307
sina1266	boku1237
sina1266	buag1237
sina1266	ikeg1236
sina1266	ikol1237
sina1266	kubu1240
sina1266	kwai1244
sina1266	kwai1245
sina1266	omen1237
sina1266	oruo1237
sina1266	saro1238
sina1266	tabo1240
sina1266	tubu1241
sina1266	vora1237
sina1266	wiga1237
sina1271	ding1240
sina1271	guna1242
sina1271	keba1253
sina1271	kere1300
sina1271	kond1304
sina1271	nima1246
sina1271	taba1262
sind1270	badi1245
sind1270	mohr1238
sind1270	nucl1286
sind1270	sind1271
sind1272	bhat1267
sind1272	duks1238
sind1272	kaya1313
sind1272	lari1254
sind1272	mach1263
sind1272	sind1273
sind1272	thar1281
sind1272	thar1282
sind1272	vicc1238
sind1272	vich1239
sind1272	vish1242
sing1264	ding1242
sing1264	dulo1242
sing1264	nort3288
sing1264	nort3289
sing1264	nump1234
sing1264	turu1252
sinh1246	rodi1239
sins1241	saip1238
sint1235	abbr1238
sint1235	efta1238
sint1235	estr1244
sint1235	gads1256
sint1235	kran1245
sint1235	kran1246
sint1235	lall1238
sint1235	mano1274
sint1235	manu1254
sint1235	pied1241
sint1235	prai1243
sint1235	serb1267
sint1235	slov1272
sira1267	lama1281
sira1267	maka1313
sira1267	nucl1578
sira1267	pang1293
sira1267	taiv1237
sirm1239	dhar1245
sirm1239	giri1243
situ1238	jinc1238
situ1238	lixi1238
situ1238	maer1238
situ1238	xiao1244
siwa1245	bait1248
siwu1238	akpa1243
siwu1238	lolo1260
skep1238	esse1264
skol1241	noto1238
skol1241	yoka1242
slov1268	civi1238
slov1268	lowe1384
slov1268	prek1239
slov1268	prim1242
slov1268	resi1246
slov1268	staj1239
slov1268	uppe1393
slov1268	wind1243
smar1235	bark1251
smar1235	ngka1237
smar1235	ngkr1235
smar1235	ngkr1236
smar1235	ngkr1237
smar1235	ngkr1238
soca1235	emva1238
soca1235	mela1253
soga1242	gabu1247
soga1242	lamo1242
soga1242	teng1265
soko1263	beda1245
soko1263	nucl1673
solo1258	araw1271
soma1255	afas1238
soma1255	bena1268
soma1255	dego1238
soma1255	nort3051
soma1255	ogad1238
song1300	geng1244
song1300	nort2796
song1300	sout2811
song1303	east2408
song1303	mbag1238
song1303	west2476
soni1259	azer1256
soni1259	gady1242
soni1259	kinb1238
soni1259	xenq1238
sons1242	pulo1240
sons1242	sons1243
sooo1254	soma1241
sooo1254	soph1238
sooo1254	sosl1238
sooo1254	sotr1238
soqo1240	abda1238
soqo1240	cent2215
soqo1240	nort3090
soqo1240	nort3091
soqo1240	nort3092
soqo1240	sout3075
soqo1240	west2760
sori1242	hare1242
sori1242	sori1243
sout1528	bosn1245
sout1528	burg1244
sout1528	chak1265
sout1528	croa1245
sout1528	kara1507
sout1528	mont1282
sout1528	nucl1266
sout1528	nucl1267
sout1528	serb1264
sout1528	shto1241
sout1549	asif1237
sout1549	metl1237
sout1549	naik1250
sout1549	utnu1237
sout2640	bayr1238
sout2640	feyl1238
sout2640	garr1245
sout2640	kalh1240
sout2640	kerm1244
sout2640	koly1245
sout2640	kord1245
sout2640	male1280
sout2640	male1281
sout2640	sanj1274
sout2642	bara1352
sout2642	bash1262
sout2642	coas1290
sout2642	huut1238
sout2642	kech1244
sout2642	makr1243
sout2647	boye1238
sout2647	kohg1238
sout2647	mama1269
sout2647	shul1241
sout2647	yasu1238
sout2649	kand1291
sout2649	quet1238
sout2649	sout2436
sout2649	sout2650
sout2668	atto1238
sout2668	koha1245
sout2668	pesh1239
sout2668	rura1239
sout2671	ishp1238
sout2671	iske1238
sout2671	taga1265
sout2672	alin1238
sout2672	darr1238
sout2672	kuna1265
sout2672	lagh1243
sout2672	wega1238
sout2679	east2808
sout2679	kraa1234
sout2679	leiv1234
sout2679	leiv1235
sout2679	luts1235
sout2679	nort3285
sout2679	seto1243
sout2679	seto1244
sout2679	sout3268
sout2679	voro1241
sout2689	cond1241
sout2689	grea1267
sout2689	litt1242
sout2689	milo1241
sout2689	samb1303
sout2689	tafw1239
sout2692	buno1240
sout2692	pran1245
sout2694	alta1277
sout2694	tala1279
sout2697	afsh1238
sout2697	ayna1239
sout2697	baha1255
sout2697	baya1256
sout2697	kara1463
sout2697	kars1238
sout2697	kirk1242
sout2697	moqa1238
sout2697	nafa1255
sout2697	pish1238
sout2697	qaja1238
sout2697	qara1243
sout2697	shah1257
sout2697	tabr1242
sout2711	aher1237
sout2711	bham1239
sout2711	etap1239
sout2711	nirm1237
sout2711	raju1237
sout2711	siro1248
sout2711	utno1237
sout2715	barp1238
sout2715	kyau1238
sout2715	lapr1238
sout2728	daji1238
sout2728	down1240
sout2728	east2793
sout2728	inwa1234
sout2728	long1374
sout2728	mian1253
sout2728	taop1238
sout2728	tong1330
sout2729	qing1238
sout2730	dali1242
sout2730	qili1234
sout2730	xian1250
sout2730	zhou1234
sout2732	azon1238
sout2732	kete1251
sout2734	gess1238
sout2734	paoo1246
sout2734	siba1240
sout2746	takb1238
sout2746	thai1260
sout2770	jait1239
sout2770	ngar1297
sout2774	akas1241
sout2774	nemb1238
sout2778	luan1258
sout2778	teng1264
sout2778	warn1243
sout2782	bele1248
sout2782	fali1264
sout2782	kang1284
sout2787	lang1317
sout2787	ngbu1242
sout2795	basi1246
sout2795	bwan1240
sout2795	gori1239
sout2795	mica1242
sout2795	sank1251
sout2795	yati1238
sout2807	phut1245
sout2807	taun1249
sout2826	gleb1238
sout2826	jabo1238
sout2826	nyab1254
sout2826	wrel1238
sout2828	ogok1238
sout2828	okol1240
sout2828	rigb1238
sout2832	abie1238
sout2832	aguo1238
sout2832	apuk1238
sout2832	awan1239
sout2832	lauu1246
sout2832	luac1242
sout2832	malu1244
sout2832	pali1276
sout2832	pali1277
sout2832	rekk1238
sout2832	tuic1246
sout2833	agar1249
sout2833	alia1238
sout2833	ciec1238
sout2833	gokk1238
sout2834	atho1238
sout2834	borr1242
sout2834	ghol1238
sout2834	nyar1247
sout2834	tuic1247
sout2840	beng1283
sout2840	sogo1245
sout2840	syaa1239
sout2840	syab1238
sout2840	vore1241
sout2840	zara1248
sout2844	toma1246
sout2859	aset1235
sout2859	endu1237
sout2859	mele1255
sout2859	pena1262
sout2859	tave1241
sout2859	toak1237
sout2866	fatu1237
sout2866	hiva1242
sout2866	tahu1239
sout2869	nowa1237
sout2869	nvha1237
sout2877	dang1263
sout2877	mara1402
sout2908	bang1366
sout2908	mall1247
sout2908	suma1265
sout2908	ting1252
sout2918	baja1260
sout2918	baja1261
sout2918	baja1262
sout2918	baja1263
sout2918	bali1281
sout2918	bong1288
sout2918	lami1238
sout2918	lang1326
sout2918	obia1237
sout2918	sama1303
sout2918	sapa1252
sout2918	sibu1255
sout2918	siku1243
sout2918	simu1237
sout2918	sita1237
sout2918	tand1255
sout2918	ubia1237
sout2940	meto1239
sout2943	aata1238
sout2943	haav1238
sout2943	omwu1238
sout2943	vair1238
sout2943	veqa1238
sout2943	vina1238
sout2949	coas1298
sout2949	daru1245
sout2949	doum1239
sout2949	east2521
sout2949	isla1274
sout2949	sout2950
sout2961	isle1245
sout2961	sand1277
sout2965	duwa1239
sout2965	muck1238
sout2965	nisq1242
sout2965	puya1240
sout2965	snoq1240
sout2965	suqu1238
sout2972	chin1482
sout2986	mont1270
sout2986	muts1243
sout2986	rums1243
sout2991	chuq1242
sout2991	coch1274
sout2991	nort2975
sout2991	orur1238
sout2991	poto1252
sout2991	sucr1238
sout2994	alat1246
sout2994	gale1260
sout2994	haha1244
sout2994	halo1239
sout2994	khit1238
sout2994	mand1447
sout2994	sara1330
sout2994	saxw1243
sout2994	serr1256
sout2994	waik1245
sout2994	waka1281
sout2994	wasu1258
sout3000	nuyo1238
sout3000	yucu1249
sout3010	raii1244
sout3051	mimi1245
sout3051	mutu1251
sout3051	rumm1238
sout3123	fell1238
sout3123	mada1297
sout3226	sout2675
sout3241	nonu1239
sout3241	penc1240
sout3241	seda1264
sout3241	semb1242
sout3241	sesa1244
sout3241	tara1317
sout3250	nann1239
sout3250	nann1240
sout3250	upri1240
sout3257	gouk1234
sout3257	yong1287
sout3261	amux1234
sout3261	icar1234
sout3261	khud1234
sout3261	qunq1234
sout3261	sanz1247
sout3261	sanz1248
sout3261	sirh1234
sout3261	sirz1237
sout3261	uppe1463
sowa1245	pund1238
sowa1245	wain1247
stan1288	amer1254
stan1288	anda1279
stan1288	arag1246
stan1288	cana1258
stan1288	cast1244
stan1288	loui1241
stan1288	murc1238
stan1288	nava1242
stan1289	algh1238
stan1289	nons1235
stan1289	oldc1251
stan1290	acad1238
stan1290	ange1244
stan1290	angl1258
stan1290	berr1239
stan1290	bour1246
stan1290	bour1247
stan1290	cham1332
stan1290	dger1238
stan1290	fran1263
stan1290	fran1270
stan1290	gall1275
stan1290	jerr1238
stan1290	lang1337
stan1290	lorr1242
stan1290	midd1316
stan1290	norm1245
stan1290	poit1240
stan1290	queb1247
stan1290	sant1407
stan1290	wall1259
stan1293	indi1255
stan1293	malt1247
stan1293	newz1240
stan1293	paki1244
stan1293	sril1243
stan1295	alsa1241
stan1295	berl1235
stan1295	hann1239
stan1295	mans1257
stod1241	khok1238
stod1241	maya1278
stod1241	stod1242
ston1242	nort2970
ston1242	sout2987
stra1244	lumm1243
stra1244	saan1246
stra1244	sami1249
stra1244	semi1266
stra1244	song1308
stra1244	sook1244
stra1244	tsoo1242
suau1242	bona1252
suau1242	bona1253
suau1242	dahu1238
suau1242	daui1237
suau1242	leil1237
suau1242	nucl1500
suau1242	sina1264
suda1236	jaal1238
suda1236	khar1296
suda1236	nort3133
suda1236	shuk1244
suda1236	west2773
sude1239	east2456
sude1239	grif1237
sude1239	jele1237
sude1239	pame1259
sude1239	ramb1241
sugu1243	tala1287
sugu1243	tina1250
suii1243	anya1244
suii1243	pand1262
suii1243	sand1270
suku1261	gwee1241
suku1261	kiya1238
sula1245	face1237
sula1245	fagu1237
sula1245	fala1244
sulu1241	bugu1245
sulu1241	chay1250
sulu1241	kuru1311
sulu1241	lasu1234
sulu1241	sari1249
sumi1235	daya1244
sumi1235	laze1239
sumi1235	zhim1238
sumi1235	zumo1240
sund1252	bant1285
sund1252	bogo1241
sund1252	cire1239
sund1252	prin1241
sunw1242	sure1238
surg1248	agan1234
surg1248	east2325
surg1248	juga1234
surg1248	liki1242
surg1248	pimm1234
surg1248	saly1246
suri1267	chai1252
suri1267	tirm1240
suri1273	cant1244
suri1273	jaun1245
suri1273	nucl1547
suwa1241	bund1256
suya1243	beic1238
suya1243	yaru1258
svan1243	lash1242
svan1243	lent1241
svan1243	lowe1397
svan1243	uppe1407
swah1253	amuu1238
swah1253	baju1245
swah1253	fund1238
swah1253	mato1251
swah1253	mgao1238
swah1253	mrim1238
swah1253	mvit1238
swah1253	mwin1241
swah1253	pate1246
swah1253	pemb1239
swah1253	sham1281
swah1253	siuu1238
swah1253	ungu1238
swam1239	east2541
swam1239	west2628
swat1243	baca1242
swat1243	phut1246
swed1254	olds1252
swed1254	stan1279
swed1254	svea1239
swis1247	base1241
swis1247	grau1238
swis1247	lowa1241
swis1247	luce1238
swis1247	obwa1238
swis1247	stga1238
swis1247	wall1256
taab1238	shil1264
taba1259	sout2752
taba1263	aduu1238
taba1263	nyek1238
taba1266	buen1245
taba1266	mira1253
taba1266	tamu1247
tabl1243	tepe1277
tabl1243	yewe1238
tabl1243	yoka1243
tabo1241	aram1254
tabo1241	flyr1238
tach1250	susi1238
taee1237	buaa1246
taee1237	nort2895
taee1237	rong1270
taee1237	sout2924
taga1270	bata1299
taga1270	bata1300
taga1270	bula1257
taga1270	luba1251
taga1270	mani1245
taga1270	mari1431
taga1270	tana1284
taga1270	taya1253
taga1273	alum1248
taga1273	mali1282
taga1273	pens1238
taga1273	rund1243
taga1273	sala1270
taga1273	sapu1250
taga1273	suma1266
taga1273	taga1274
taga1273	tawa1276
taga1273	tolo1257
taga1273	toma1247
taga1278	oued1238
taga1278	tari1264
taga1278	tema1244
tagd1238	airr1238
tagd1238	azaw1238
tago1246	more1254
tago1246	nucl1449
tago1246	orig1235
tago1246	tuma1247
tagw1240	djid1238
tagw1240	fond1238
tagw1240	four1238
tagw1240	gboo1244
tagw1240	kati1273
tagw1240	kati1274
tagw1240	niak1239
tagw1240	nian1244
tagw1240	nied1239
tagw1240	tafi1244
taha1241	ghat1242
taha1241	hogg1238
taid1247	taym1239
taid1248	nyaw1245
taid1248	taid1252
taid1248	taim1250
tail1246	doii1241
tail1246	nucl1289
tain1252	deho1238
tain1252	taip1249
tain1252	yong1278
tait1250	bura1272
tait1250	chaw1244
tait1250	mbal1256
tait1250	mbol1248
tait1250	mwan1248
tait1250	weru1238
taiw1241	kaoh1238
taiw1241	tain1241
taiw1241	taip1235
taiz1242	aden1241
taiz1242	taiz1243
taji1248	balk1259
take1255	khal1271
take1255	khar1281
take1255	rama1256
take1255	taro1260
take1255	zanj1238
taki1248	megi1245
taki1248	sera1261
tala1285	aran1264
tala1285	awit1237
tala1285	beoo1241
tala1285	dapa1237
tala1285	essa1237
tala1285	kabu1255
tala1285	lira1237
tala1285	nenu1237
tala1285	sout2902
tali1259	kooo1245
tali1259	mala1483
tali1259	moli1247
tali1259	nucl1469
tali1259	pole1240
tali1259	tolo1254
tali1262	mana1296
tali1262	mang1407
tali1262	pada1258
taly1247	asta1240
taly1247	cent1970
taly1247	lenk1245
taly1247	leri1235
taly1247	nort2639
tama1331	girg1242
tama1331	haur1242
tama1331	orra1238
tama1331	tama1332
tama1365	tadg1238
tama1365	tadh1242
tama1365	timb1263
tami1289	adid1237
tami1289	aiya1239
tami1289	aiya1240
tami1289	arav1239
tami1289	burg1245
tami1289	burm1258
tami1289	hari1247
tami1289	hebb1237
tami1289	kong1282
tami1289	madr1237
tami1289	mala1467
tami1289	mand1410
tami1289	nucl1304
tami1289	patt1247
tami1289	sank1249
tami1289	secu1237
tami1289	sout2709
tami1289	sril1244
tami1289	tiga1243
tami1290	taem1237
tami1290	wana1267
tand1258	natu1247
tang1336	kupo1240
tang1336	phad1238
tang1336	ukhr1238
tang1348	anir1237
tang1348	make1251
tang1348	niwe1234
tang1348	niwe1235
tani1257	retu1239
tani1257	tani1258
tari1256	kuma1282
tari1256	peri1264
tari1256	peri1265
tari1256	sant1459
tari1263	arze1238
tari1263	beni1249
tari1263	beni1250
tari1263	beni1251
tari1263	beni1252
tari1263	boqq1234
tari1263	cent2333
tari1263	east2803
tari1263	east2804
tari1263	guel1234
tari1263	igze1238
tari1263	kebd1234
tari1263	meta1239
tari1263	riff1234
tari1263	sout3264
tari1263	tems1234
tari1263	urri1238
tari1263	west2882
taro1263	igya1238
taro1263	itar1241
taro1263	itar1242
taro1263	izin1238
taro1263	sely1241
taro1264	teke1282
taro1264	teru1237
taro1264	teud1237
tase1235	gash1245
tase1235	have1240
tase1235	higs1238
tase1235	higt1238
tase1235	hkal1241
tase1235	kims1240
tase1235	lang1315
tase1235	long1382
tase1235	long1383
tase1235	lung1247
tase1235	lung1248
tase1235	mawr1238
tase1235	miti1241
tase1235	mosa1240
tase1235	mung1264
tase1235	myim1242
tase1235	ngem1252
tase1235	rong1267
tase1235	ronr1238
tase1235	sang1323
tase1235	sang1324
tase1235	sang1326
tase1235	sank1250
tase1235	sauk1251
tase1235	taip1248
tase1235	tong1312
tase1235	tuli1247
tase1235	yogl1238
tase1235	yong1272
tata1255	astr1246
tata1255	bara1273
tata1255	east2336
tata1255	kasi1251
tata1255	midd1325
tata1255	tara1312
tata1255	tept1239
tata1255	tevr1238
tata1255	tobo1249
tata1255	tobo1250
tata1255	tomm1241
tata1255	tyum1239
tata1255	ural1273
tata1255	west2405
tata1255	zabo1238
taus1252	deir1239
taus1252	nucl1598
taus1252	weir1238
tavo1242	dawe1238
tavo1242	merg1238
tavo1242	pala1339
tawa1270	tawa1271
tawa1270	tawa1272
tawa1275	away1237
tawa1275	bohi1237
tawa1275	diwi1237
tawa1275	huhu1237
tawa1275	kehe1241
tawa1275	labe1240
tawa1275	lele1269
tawa1275	side1239
tawa1275	yale1245
tawa1286	ioul1238
tawa1286	tawa1287
tawa1286	tawa1288
taya1257	airr1242
taya1257	tana1297
tayy1238	cent2012
tayy1238	east2364
tayy1238	nort2743
tayy1238	sout2747
tayy1238	tayb1242
tayy1238	tayt1242
tazn1238	gour1247
tazn1238	sout3056
tazn1238	toua1238
tbol1240	cent2081
tbol1240	sout2904
tbol1240	west2549
tchu1241	cobe1238
tchu1241	nucl1349
teda1241	kech1245
tedi1235	kamh1239
tedi1235	sokt1238
tega1236	nucl1243
tega1236	rash1248
tehi1237	fkar1237
tehi1237	imya1235
tehi1237	mbol1235
tehi1237	saif1237
tehi1237	sawi1235
tehi1237	sfar1238
tehi1237	tehi1239
teiw1235	dein1238
teiw1235	leba1239
teiw1235	mada1286
teke1274	fuum1238
teke1274	wuum1238
teke1275	kate1252
teke1275	kete1253
teke1275	njin1242
teke1275	tege1243
tele1256	fera1239
tele1256	nucl1611
telu1262	bera1250
telu1262	dasa1237
telu1262	domm1245
telu1262	east2338
telu1262	gola1244
telu1262	gunt1240
telu1262	kama1355
telu1262	komt1238
telu1262	nell1237
telu1262	raya1237
telu1262	sale1243
telu1262	srik1237
telu1262	tela1240
telu1262	vada1239
telu1262	vada1240
telu1262	vish1244
telu1262	yana1267
telu1263	laha1252
telu1263	west2539
temb1270	rhin1241
temb1270	temb1271
temb1276	guaj1255
temb1276	mear1240
temb1276	pind1244
temb1276	temb1277
temb1276	temb1279
temb1276	temb1280
temb1276	temb1281
temb1276	zuti1239
temi1246	grik1245
temi1246	kend1251
temi1246	kene1242
temi1246	lano1245
temi1246	pokl1241
temi1246	saka1282
temi1246	sung1266
temi1246	tanj1246
temi1246	temb1269
temi1246	uluk1255
temu1239	bedu1242
temu1239	bela1258
temu1239	bere1250
temu1239	mant1268
temu1239	nucl1462
temu1239	udai1237
tene1248	guim1240
tene1248	teng1266
tene1248	tenu1234
tene1248	togo1254
tene1248	woru1234
teng1267	anca1243
teng1267	nort2827
teng1267	teng1268
tenh1241	diah1239
tenh1241	nucl1663
tenh1241	pari1258
tenn1245	hedo1238
tenn1245	hexi1238
tenn1245	huis1238
teop1238	losi1240
teop1238	meli1237
teop1238	pets1237
teop1238	taun1250
teop1238	wain1246
teor1240	gaur1240
teor1240	uttt1237
tepe1280	sant1437
tepo1239	bapo1238
tepo1239	dapo1239
tepo1239	glaw1238
tepo1239	honp1238
tepo1239	plap1238
tepo1239	tepo1240
tepo1239	wlop1238
tepo1239	yrep1238
tera1251	bura1293
tera1251	nyim1251
tera1251	pidl1239
tere1272	bomp1241
tere1279	chan1322
tere1279	guan1270
tere1279	tere1281
term1237	boka1251
term1237	korb1237
term1237	pada1259
term1237	pada1260
teso1249	loka1256
teso1249	orom1239
tetu1245	east2473
tetu1245	nort2869
tetu1245	sout2898
tewa1260	namb1296
tewa1260	pojo1241
tewa1260	sani1273
tewa1260	sanj1276
tewa1260	sant1421
tewa1260	tesu1245
tezo1238	tezo1239
tezo1238	yucu1251
thad1238	bait1247
thad1238	chan1312
thad1238	hawk1238
thad1238	jang1255
